date,USD,JPY,CAD,EUR,BRL,CLP,PLN,HUF,MXN,CNH,INR,IDR,MYR,PHP,SGD,KRW,THB,TWD
2022-10-28,-9.06,-53.96,15.72,-17.28,2.74,23.34,-8.77,-11.8,8.15,-33.71,-64.34,19.38,-0.4,-24.42,-12.13,-50.83,-32.77,-25.64
2022-11-04,-8.19,-51.95,17.07,-16.39,4.58,26.13,-8.71,-11.03,7.46,-33.53,-61.35,16.74,-1.08,-23.89,-12.14,-49.06,-31.85,-25.06
2022-11-11,-9.23,-47.57,15.61,-15.12,6.06,30.45,-8.19,-10.04,8.21,-31.89,-57.82,13.37,-1.78,-21.32,-11.27,-45.85,-29.74,-23.51
2022-11-18,-9.11,-48.48,14.23,-16.36,4.88,27.89,-8.26,-11.14,7.91,-31.54,-59.25,16.39,-1.74,-21.55,-10.72,-46.63,-29.5,-23.38
2022-11-25,-8.57,-51.73,13.93,-16.99,4.11,27.03,-8.3,-11.66,7.41,-32.62,-62.11,19.41,-0.14,-22.2,-10.99,-49.15,-30.54,-24.6
2022-12-02,-9.55,-55.28,13.83,-17.99,4.71,30.79,-8.71,-12.67,8.64,-34.77,-65.39,21.77,1.06,-22.28,-11.91,-52.08,-32.29,-26.43
2022-12-09,-9.92,-55.8,11.5,-17.89,4.61,33.07,-8.06,-12.68,8.64,-34.51,-65.94,22.65,2.18,-21.48,-11.4,-52.45,-32.03,-26.6
2022-12-16,-9.65,-53.66,12.04,-15.79,5.13,31.1,-7.56,-10.86,8.45,-33.59,-63.84,20.24,1.15,-21.56,-11.21,-50.73,-31.4,-25.74
2022-12-23,-10.19,-48.0,13.0,-13.11,6.7,31.74,-7.26,-8.58,9.02,-31.5,-58.26,16.98,-2.42,-21.03,-10.51,-46.11,-29.12,-23.05
2022-12-30,-10.24,-47.39,13.15,-12.49,7.05,32.09,-7.29,-8.04,9.09,-31.5,-57.95,18.23,-3.08,-21.37,-10.45,-45.58,-29.02,-22.6
2023-01-06,-11.43,-44.79,10.84,-11.35,6.19,34.41,-6.52,-7.26,9.88,-29.69,-56.33,18.07,-3.09,-20.18,-9.4,-43.56,-27.47,-21.33
2023-01-13,-11.2,-41.87,13.52,-11.27,8.21,38.79,-7.01,-7.3,9.45,-29.67,-52.77,13.74,-4.77,-19.85,-9.73,-41.16,-26.9,-20.73
2023-01-20,-11.22,-42.62,13.62,-11.6,8.51,39.57,-7.26,-7.66,9.34,-30.26,-52.65,12.47,-4.32,-19.61,-10.17,-41.62,-27.26,-21.33
2023-01-27,-11.61,-38.04,13.05,-10.3,12.31,40.74,-6.85,-6.59,9.48,-29.52,-48.0,9.4,-5.93,-18.24,-9.22,-38.21,-25.03,-19.52
2023-02-03,-12.54,-36.27,11.12,-10.24,12.93,41.45,-6.43,-6.56,10.08,-28.03,-46.24,7.28,-5.04,-16.93,-8.37,-36.9,-24.05,-18.87
2023-02-10,-11.81,-35.0,13.8,-10.0,12.9,39.28,-6.74,-6.29,9.42,-27.92,-44.18,4.26,-5.89,-17.86,-8.93,-35.69,-24.17,-18.61
2023-02-17,-12.29,-32.42,12.48,-9.34,12.97,40.86,-6.27,-5.78,9.49,-26.64,-41.68,2.78,-6.24,-17.44,-8.29,-33.59,-23.1,-17.58
2023-02-24,-12.19,-32.72,13.03,-9.42,12.64,39.0,-6.51,-5.99,9.55,-26.6,-42.67,4.67,-6.34,-17.75,-8.22,-33.92,-23.27,-17.47
2023-03-03,-11.46,-31.48,14.5,-8.95,12.52,39.3,-6.61,-5.68,8.87,-26.47,-41.04,3.06,-7.03,-17.83,-8.39,-32.81,-22.9,-17.12
2023-03-10,-12.24,-33.29,12.86,-9.56,12.51,39.75,-6.62,-6.31,9.49,-26.86,-42.7,3.81,-5.88,-17.96,-8.41,-34.15,-23.42,-17.81
2023-03-17,-12.75,-28.96,9.81,-7.99,11.94,39.56,-5.84,-5.1,9.39,-24.2,-38.59,2.14,-6.73,-16.44,-7.01,-30.56,-20.71,-15.8
2023-03-24,-12.67,-28.92,10.87,-7.92,10.47,40.91,-6.0,-5.12,9.44,-23.85,-38.69,2.1,-7.68,-16.64,-7.15,-30.48,-20.71,-15.63
2023-03-31,-12.16,-31.72,13.11,-9.03,12.91,39.82,-6.73,-5.94,9.42,-25.95,-40.83,3.0,-7.07,-17.6,-8.02,-32.72,-22.27,-16.99
2023-04-07,-12.16,-30.84,13.8,-8.79,12.83,37.59,-7.04,-5.75,9.8,-25.44,-40.8,2.72,-8.07,-18.05,-8.23,-32.09,-22.11,-16.53
2023-04-14,-12.33,-30.52,14.36,-8.68,12.84,39.07,-7.12,-5.69,10.06,-25.53,-40.41,0.91,-7.84,-17.38,-8.32,-31.95,-22.1,-16.67
2023-04-21,-12.73,-30.14,13.09,-8.32,11.55,38.27,-6.85,-5.47,10.35,-24.4,-40.71,2.47,-7.6,-16.66,-7.73,-31.67,-21.38,-16.18
2023-04-28,-12.88,-28.77,12.7,-8.12,11.11,37.46,-6.77,-5.41,10.56,-23.32,-39.48,1.22,-8.09,-16.11,-7.35,-30.6,-20.3,-15.49
2023-05-05,-13.4,-26.7,11.19,-7.6,10.87,38.57,-6.21,-4.95,10.83,-21.87,-37.98,0.49,-8.2,-15.17,-6.61,-28.98,-19.07,-14.6
2023-05-12,-13.48,-25.41,10.88,-6.98,9.82,36.51,-6.01,-4.5,10.71,-20.93,-36.46,-0.89,-8.3,-15.03,-6.34,-27.86,-18.19,-14.05
2023-05-19,-13.28,-25.61,11.29,-6.76,9.36,36.05,-6.03,-4.38,10.41,-21.22,-35.88,-2.08,-8.38,-15.37,-6.61,-27.88,-18.47,-14.23
2023-05-26,-13.32,-23.96,10.78,-6.22,9.42,35.41,-5.93,-3.73,10.34,-20.43,-34.0,-5.11,-8.73,-15.14,-6.56,-26.55,-18.03,-13.76
2023-06-02,-13.53,-23.6,10.89,-6.25,10.26,36.55,-5.7,-3.71,10.59,-20.47,-33.75,-5.68,-9.04,-14.88,-6.35,-26.42,-17.94,-13.67
2023-06-09,-13.64,-25.7,11.21,-7.05,9.84,37.6,-5.78,-4.39,10.46,-21.62,-34.84,-4.23,-8.03,-15.36,-6.65,-27.85,-18.43,-14.5
2023-06-16,-13.06,-28.11,12.12,-7.56,10.96,38.18,-5.94,-4.59,9.95,-23.07,-36.36,-4.51,-6.66,-15.79,-7.26,-29.69,-19.68,-15.82
2023-06-23,-13.26,-27.92,11.55,-7.16,9.18,37.73,-5.62,-4.22,10.15,-22.53,-37.02,-3.65,-6.29,-15.52,-6.87,-29.73,-19.5,-15.55
2023-06-30,-13.08,-29.33,11.86,-7.98,8.33,36.62,-5.85,-5.21,10.18,-22.95,-38.43,-1.4,-6.07,-16.02,-7.24,-30.58,-20.01,-15.94
2023-07-07,-13.3,-28.48,12.53,-7.85,8.37,36.92,-5.89,-5.09,10.48,-22.7,-37.94,-2.39,-6.33,-15.89,-7.36,-29.99,-19.98,-15.78
2023-07-14,-13.23,-27.27,13.08,-7.25,10.63,39.03,-5.76,-4.48,10.55,-23.12,-36.92,-3.64,-6.93,-15.44,-7.31,-29.27,-19.64,-15.52
2023-07-21,-12.55,-29.47,12.95,-7.5,10.79,36.53,-6.06,-4.66,9.96,-23.89,-37.89,-3.12,-6.4,-16.91,-7.91,-30.7,-20.48,-16.4
2023-07-28,-12.23,-29.11,13.46,-7.37,9.85,36.99,-6.28,-4.61,9.69,-23.93,-37.79,-3.68,-6.97,-17.04,-8.26,-30.46,-20.89,-16.4
2023-08-04,-12.69,-29.43,13.9,-8.15,9.1,36.57,-6.43,-5.3,10.39,-23.69,-38.85,-3.24,-6.78,-16.87,-8.3,-30.94,-21.14,-16.52
2023-08-11,-12.59,-31.07,14.15,-8.76,8.86,34.84,-6.51,-5.69,10.53,-24.22,-40.64,-2.26,-6.25,-17.24,-8.44,-32.37,-21.65,-17.08
2023-08-18,-12.83,-34.54,13.03,-8.98,9.28,35.27,-6.44,-5.83,10.81,-25.58,-43.73,-0.02,-4.31,-17.53,-8.81,-35.05,-22.97,-18.51
2023-08-25,-12.72,-33.3,12.16,-8.61,10.65,35.93,-6.37,-5.54,10.68,-25.56,-42.35,-0.59,-5.1,-17.23,-8.62,-34.05,-22.25,-17.97
2023-09-01,-12.63,-33.44,14.45,-9.27,11.36,36.42,-6.65,-6.01,11.03,-26.22,-43.33,-0.22,-5.22,-17.02,-8.85,-34.58,-22.6,-18.21
2023-09-08,-12.66,-33.18,14.63,-9.15,11.45,34.41,-6.64,-5.88,11.15,-26.07,-43.13,-1.1,-5.82,-17.4,-8.91,-34.41,-22.5,-18.08
2023-09-15,-12.67,-33.96,15.57,-9.53,12.73,35.09,-6.78,-6.1,11.42,-27.15,-44.15,-0.71,-5.99,-17.88,-9.23,-35.29,-23.12,-18.51
2023-09-22,-13.1,-34.69,15.28,-9.45,12.14,34.45,-6.58,-6.03,11.78,-27.09,-45.22,-1.0,-5.29,-17.46,-9.24,-36.01,-23.42,-18.93
2023-09-29,-13.2,-33.61,15.54,-9.45,11.84,34.99,-6.62,-6.08,11.86,-26.62,-44.77,-0.83,-5.5,-16.91,-8.9,-35.38,-23.22,-18.45
2023-10-06,-13.38,-30.75,12.51,-8.58,11.03,34.55,-5.71,-5.38,11.69,-24.34,-41.92,-1.96,-5.46,-15.83,-7.7,-33.0,-21.3,-17.08
2023-10-13,-13.21,-35.4,13.33,-10.44,12.07,33.1,-6.48,-6.72,12.02,-26.87,-46.52,-0.54,-4.13,-16.94,-9.0,-36.82,-23.37,-19.27
2023-10-20,-13.33,-36.7,13.07,-10.47,12.47,32.92,-6.74,-6.71,12.14,-27.51,-47.18,-1.16,-3.44,-17.42,-9.49,-37.69,-24.06,-20.01
2023-10-27,-13.33,-35.41,10.37,-10.16,13.19,34.39,-6.48,-6.53,11.9,-27.19,-45.88,-2.07,-3.74,-16.89,-9.14,-36.74,-23.41,-19.51
2023-11-03,-13.49,-33.61,9.04,-9.57,13.7,35.24,-6.08,-6.11,11.72,-26.29,-43.91,-2.46,-3.85,-16.23,-8.49,-35.19,-22.36,-18.73
2023-11-10,-13.97,-32.54,8.22,-9.15,13.58,35.34,-5.95,-5.89,11.84,-25.6,-42.64,-2.12,-4.13,-16.42,-8.08,-34.24,-21.71,-18.15
2023-11-17,-14.1,-31.75,8.56,-9.02,14.12,37.2,-5.82,-5.8,11.94,-25.51,-41.94,-2.22,-4.26,-16.28,-7.94,-33.66,-21.35,-17.9
2023-11-24,-14.26,-32.26,8.55,-9.19,14.52,38.58,-5.96,-6.0,12.04,-26.02,-42.41,-1.92,-4.13,-16.36,-8.0,-34.07,-21.53,-18.12
2023-12-01,-14.44,-30.76,8.34,-8.68,13.63,40.1,-5.75,-5.59,12.12,-25.2,-41.81,-1.46,-4.86,-15.91,-7.65,-32.9,-21.0,-17.36
2023-12-08,-14.7,-29.24,8.28,-7.88,12.83,39.63,-5.38,-4.96,12.17,-24.33,-40.67,-0.44,-5.79,-15.67,-6.94,-31.65,-20.23,-16.33
2023-12-15,-14.64,-27.15,8.15,-7.4,12.93,40.16,-5.4,-4.66,11.95,-23.65,-38.58,-1.95,-6.77,-15.41,-6.83,-29.94,-19.61,-15.61
2023-12-22,-14.71,-26.55,8.89,-7.65,13.01,40.49,-5.58,-4.88,12.06,-23.83,-38.33,-2.39,-7.13,-15.24,-6.84,-29.61,-19.51,-15.45
2023-12-29,-14.82,-25.62,8.41,-7.32,12.71,40.65,-5.41,-4.66,12.0,-23.31,-37.43,-2.41,-7.35,-14.93,-6.53,-28.83,-18.91,-15.02
2024-01-05,-14.65,-26.28,9.3,-7.61,12.61,39.64,-5.55,-4.87,12.0,-23.62,-38.1,-3.14,-6.98,-15.14,-6.77,-29.46,-19.36,-15.4
2024-01-12,-14.63,-24.89,8.91,-7.23,10.99,38.71,-5.49,-4.68,11.9,-22.47,-37.03,-3.34,-7.26,-14.85,-6.56,-28.3,-18.56,-14.76
2024-01-19,-14.99,-23.35,8.61,-6.81,11.71,39.02,-5.51,-4.42,12.22,-21.87,-35.39,-4.38,-7.78,-14.73,-6.36,-27.09,-17.77,-14.15
2024-01-26,-14.74,-23.83,10.55,-7.08,12.83,39.44,-5.91,-4.65,12.09,-22.91,-35.41,-5.0,-8.15,-15.21,-6.9,-27.56,-18.43,-14.58
2024-02-02,-15.26,-23.29,9.5,-6.84,11.8,40.06,-5.58,-4.53,12.45,-21.61,-35.02,-4.8,-8.05,-14.72,-6.28,-27.07,-17.65,-14.11
2024-02-09,-14.72,-23.53,9.28,-6.78,11.67,36.66,-5.94,-4.51,11.85,-21.87,-34.12,-5.49,-8.8,-16.06,-6.88,-26.87,-17.9,-14.19
2024-02-16,-14.75,-23.0,9.15,-6.6,11.75,38.94,-6.0,-4.49,11.89,-22.01,-33.35,-6.2,-9.22,-15.91,-7.02,-26.35,-17.95,-14.07
2024-02-23,-14.93,-21.97,9.1,-6.28,9.86,39.67,-5.82,-4.28,11.96,-21.0,-33.07,-5.37,-9.4,-15.31,-6.68,-25.56,-17.22,-13.49
2024-03-01,-14.36,-23.21,9.41,-6.74,9.15,38.12,-6.12,-4.62,11.54,-21.29,-34.34,-4.23,-9.27,-15.86,-7.04,-26.38,-17.87,-13.91
2024-03-08,-14.47,-23.68,9.53,-6.84,9.89,39.18,-6.09,-4.62,11.81,-21.71,-35.49,-2.99,-8.84,-15.33,-6.95,-26.87,-17.73,-14.08
2024-03-15,-14.3,-24.22,9.15,-7.1,8.8,41.57,-6.61,-4.88,11.65,-21.74,-35.61,-3.38,-8.69,-15.69,-7.44,-27.04,-17.98,-14.37
2024-03-22,-14.37,-24.72,9.21,-7.21,9.49,40.27,-6.72,-4.9,11.52,-22.12,-35.66,-3.76,-8.29,-15.93,-7.55,-27.38,-18.21,-14.64
2024-03-29,-14.15,-25.11,9.28,-7.33,8.89,39.85,-6.82,-4.93,11.56,-22.19,-36.81,-3.45,-8.45,-15.93,-7.7,-27.79,-18.53,-14.93
2024-04-05,-14.1,-25.42,9.34,-7.5,8.98,42.32,-7.0,-5.09,11.69,-22.85,-37.82,-3.22,-8.34,-15.89,-7.91,-28.15,-19.1,-15.29
2024-04-12,-14.08,-26.04,9.41,-7.71,9.95,43.43,-7.06,-5.21,11.6,-23.73,-38.13,-2.7,-8.5,-16.03,-8.0,-28.6,-19.45,-15.68
2024-04-19,-14.28,-26.09,12.47,-7.63,10.14,46.2,-6.88,-5.17,11.62,-23.97,-38.19,-1.78,-8.85,-15.62,-7.73,-28.65,-19.46,-15.71
2024-04-26,-14.22,-26.03,12.82,-7.57,10.6,46.3,-6.79,-5.07,11.54,-24.18,-37.54,-2.99,-8.78,-15.92,-7.91,-28.67,-19.48,-15.71
2024-05-03,-13.92,-25.53,12.26,-7.27,9.8,46.66,-6.34,-4.89,11.38,-23.4,-37.52,-1.71,-8.79,-15.28,-7.29,-28.18,-18.94,-15.23
2024-05-10,-13.9,-25.35,12.05,-7.28,10.04,47.47,-6.33,-4.86,11.57,-23.55,-38.04,-1.72,-8.97,-14.81,-7.39,-28.22,-19.1,-15.2
2024-05-17,-13.49,-25.76,12.85,-7.41,10.34,50.36,-6.39,-5.07,11.51,-24.42,-38.35,-1.29,-8.84,-14.64,-7.51,-28.57,-19.54,-15.54
2024-05-24,-13.69,-25.96,12.65,-7.5,11.31,49.24,-6.41,-5.15,11.38,-24.22,-38.16,-1.0,-8.69,-15.08,-7.47,-28.76,-19.4,-15.59
2024-05-31,-13.98,-25.8,12.16,-7.51,10.35,47.76,-6.46,-5.15,11.54,-23.73,-38.45,-0.55,-8.59,-14.94,-7.44,-28.64,-19.14,-15.45
2024-06-07,-13.88,-25.1,11.25,-7.29,8.91,46.52,-6.29,-4.98,11.43,-22.63,-37.75,-1.13,-8.47,-14.75,-7.27,-28.0,-18.45,-14.92
2024-06-14,-13.86,-25.59,11.55,-7.49,9.24,45.65,-6.28,-5.07,11.72,-23.02,-38.58,-1.39,-8.49,-14.78,-7.53,-28.58,-18.98,-15.31
2024-06-21,-13.87,-25.79,12.03,-7.52,8.88,44.86,-6.47,-5.1,11.76,-23.07,-38.43,-1.94,-8.39,-15.12,-7.58,-28.68,-19.21,-15.43
2024-06-28,-13.97,-25.97,11.96,-7.59,9.01,43.84,-6.48,-5.19,11.97,-23.14,-38.57,-2.32,-8.38,-15.04,-7.64,-28.79,-19.23,-15.53
2024-07-05,-14.0,-26.14,12.18,-7.64,9.79,45.3,-6.45,-5.2,12.11,-23.76,-39.03,-1.9,-8.4,-15.02,-7.69,-28.89,-19.6,-15.7
2024-07-12,-14.23,-25.68,12.06,-7.51,9.1,45.26,-6.37,-5.12,12.33,-23.32,-39.17,-1.71,-8.49,-14.37,-7.63,-28.6,-19.44,-15.44
2024-07-19,-14.52,-25.33,10.97,-7.32,7.9,42.79,-6.19,-4.97,12.44,-22.4,-39.06,-1.58,-8.35,-14.2,-7.45,-28.27,-19.02,-15.14
2024-07-26,-14.6,-25.14,10.0,-7.21,7.52,41.39,-6.12,-4.92,12.32,-21.91,-38.41,-1.71,-8.26,-14.27,-7.28,-27.96,-18.57,-14.92
2024-08-02,-14.57,-25.12,9.6,-7.26,6.84,41.8,-5.96,-5.06,12.26,-21.72,-38.81,-0.67,-8.2,-13.71,-7.16,-27.93,-18.37,-14.88
2024-08-09,-14.48,-25.63,10.86,-7.51,6.64,40.49,-6.18,-5.27,12.47,-21.8,-39.7,-0.59,-8.24,-13.63,-7.36,-28.45,-18.57,-15.19
2024-08-16,-14.76,-26.04,11.37,-7.51,5.94,42.58,-6.12,-5.27,13.03,-21.81,-41.05,-0.02,-8.09,-12.66,-7.55,-28.98,-18.69,-15.38
2024-08-23,-14.92,-25.7,10.23,-7.44,6.91,43.31,-6.26,-5.24,12.9,-21.98,-40.66,0.34,-8.12,-12.56,-7.52,-28.7,-18.59,-15.23
2024-08-30,-14.63,-25.62,10.14,-7.47,7.6,42.84,-6.12,-5.25,12.66,-22.03,-40.5,0.58,-7.97,-12.68,-7.46,-28.67,-18.4,-15.18
2024-09-06,-14.87,-24.4,8.56,-6.95,5.92,42.65,-5.6,-4.83,12.78,-20.42,-39.85,0.7,-8.09,-11.83,-7.07,-27.61,-17.34,-14.27
2024-09-13,-14.86,-24.35,8.71,-7.0,6.9,44.28,-5.59,-4.84,12.88,-20.94,-39.81,0.42,-8.26,-11.59,-7.19,-27.63,-17.58,-14.33
2024-09-20,-14.53,-24.59,9.6,-7.08,7.79,44.29,-5.68,-4.89,12.83,-21.48,-39.77,0.57,-8.3,-11.86,-7.3,-27.81,-17.54,-14.58
2024-09-27,-14.25,-24.89,9.48,-7.2,9.34,47.41,-5.56,-5.05,12.44,-22.25,-40.14,2.14,-8.15,-11.59,-7.26,-28.12,-17.56,-14.77
2024-10-04,-13.96,-25.55,11.44,-7.55,9.86,46.04,-5.78,-5.28,12.4,-23.22,-40.61,1.77,-8.27,-12.41,-7.57,-28.78,-18.44,-15.43
2024-10-11,-14.16,-25.64,11.89,-7.57,9.44,45.36,-5.86,-5.2,12.55,-23.2,-40.83,1.75,-8.21,-12.43,-7.61,-28.8,-18.51,-15.44
2024-10-18,-14.74,-24.67,9.51,-7.2,8.39,45.35,-5.51,-4.98,12.82,-22.06,-40.34,2.19,-8.11,-11.54,-7.29,-27.94,-17.73,-14.74
2024-10-25,-14.26,-25.31,10.68,-7.49,8.62,44.74,-5.75,-5.26,12.69,-22.55,-40.9,2.18,-7.83,-11.79,-7.48,-28.48,-18.21,-15.16
2024-11-01,-14.65,-24.53,9.86,-7.17,8.38,45.11,-5.51,-4.94,12.78,-22.04,-40.5,2.46,-7.88,-11.54,-7.29,-27.86,-17.77,-14.68
2024-11-08,-14.54,-24.87,10.43,-7.33,9.03,44.51,-5.62,-5.1,12.61,-22.21,-40.6,2.62,-7.64,-11.94,-7.32,-28.13,-17.87,-14.87
2024-11-15,-14.79,-24.72,9.52,-7.33,8.23,43.01,-5.61,-5.17,12.47,-21.09,-39.82,2.66,-7.45,-12.23,-7.13,-27.89,-17.39,-14.54
2024-11-22,-14.36,-25.32,10.42,-7.58,8.61,42.28,-5.88,-5.3,12.59,-22.04,-40.73,1.87,-7.64,-11.93,-7.45,-28.52,-18.09,-15.05
2024-11-29,-14.62,-25.0,9.73,-7.48,9.19,42.99,-5.75,-5.26,12.54,-21.78,-40.18,2.59,-7.36,-12.02,-7.3,-28.24,-17.55,-14.79
2024-12-06,-14.92,-24.69,9.09,-7.38,9.3,43.6,-5.69,-5.19,12.65,-21.59,-39.9,2.66,-7.34,-11.92,-7.21,-27.95,-17.25,-14.57
2024-12-13,-14.65,-24.65,10.12,-7.37,9.3,42.53,-5.91,-5.03,12.56,-21.9,-39.95,1.84,-7.66,-12.17,-7.34,-27.92,-17.67,-14.65
2024-12-20,-14.57,-24.41,9.38,-7.38,8.42,42.13,-5.87,-5.09,12.46,-21.3,-39.93,1.3,-7.71,-11.92,-7.29,-27.71,-17.66,-14.4
2024-12-27,-14.5,-24.76,9.79,-7.53,8.44,42.13,-5.86,-5.28,12.5,-21.51,-40.17,1.25,-7.5,-12.06,-7.37,-28.05,-17.87,-14.66
2025-01-03,-14.46,-25.11,10.66,-7.71,8.69,40.99,-6.02,-5.36,12.61,-21.83,-40.36,0.14,-7.68,-12.21,-7.53,-28.34,-18.25,-14.89
2025-01-10,-13.86,-25.11,11.73,-7.71,9.37,42.35,-6.21,-5.24,12.48,-22.45,-40.67,-0.53,-7.83,-11.86,-7.71,-28.45,-18.52,-14.95
2025-01-17,-13.64,-25.39,12.11,-7.87,9.93,42.75,-6.42,-5.42,12.26,-23.03,-40.72,-0.34,-7.94,-11.93,-7.74,-28.66,-18.81,-15.19
2025-01-24,-13.72,-25.3,11.15,-7.94,10.67,43.14,-6.29,-5.56,12.21,-23.03,-40.74,0.11,-7.9,-11.7,-7.71,-28.67,-18.67,-15.15
2025-01-31,-14.16,-25.3,9.74,-7.95,10.96,42.39,-6.24,-5.66,12.45,-22.78,-40.68,0.36,-7.72,-11.6,-7.6,-28.58,-18.53,-15.08
2025-02-07,-13.77,-25.18,10.22,-7.94,10.83,43.9,-6.16,-5.76,12.05,-22.92,-39.89,0.1,-7.49,-11.5,-7.48,-28.37,-18.58,-15.02
2025-02-14,-13.1,-24.97,10.37,-7.8,10.24,43.47,-6.17,-5.63,11.36,-22.97,-38.72,-0.38,-7.37,-11.86,-7.29,-27.89,-18.31,-14.83
2025-02-21,-12.74,-24.48,10.94,-7.62,10.32,44.01,-6.04,-5.46,11.24,-23.05,-38.85,0.03,-7.4,-11.42,-7.27,-27.62,-18.23,-14.65
2025-02-28,-13.24,-23.92,10.44,-7.38,8.62,43.22,-5.94,-5.3,11.39,-22.15,-38.41,-0.39,-7.47,-11.44,-7.15,-27.11,-17.87,-14.25
2025-03-07,-12.82,-23.64,10.55,-7.14,8.42,44.84,-5.69,-5.11,11.27,-21.92,-38.57,0.51,-7.76,-10.67,-7.01,-26.9,-17.72,-14.06
2025-03-14,-12.9,-23.71,10.96,-7.24,8.6,45.87,-5.83,-5.32,11.48,-22.45,-38.64,0.37,-7.69,-10.29,-7.06,-26.99,-17.92,-14.19
2025-03-21,-12.94,-23.81,11.14,-7.33,8.91,45.69,-5.88,-5.36,11.56,-22.55,-38.72,-0.16,-7.66,-10.32,-7.15,-27.1,-17.99,-14.25
2025-03-28,-12.68,-23.83,11.56,-7.35,9.04,45.49,-6.01,-5.29,11.54,-22.93,-39.07,-0.23,-7.81,-10.1,-7.2,-27.11,-18.23,-14.32
2025-04-04,-13.31,-22.19,9.46,-6.75,7.49,40.99,-5.53,-4.7,11.46,-20.59,-37.68,-0.35,-7.76,-9.79,-6.65,-25.71,-17.12,-13.15
2025-04-11,-13.3,-21.74,8.98,-6.62,8.25,43.23,-5.34,-4.58,11.85,-20.9,-38.33,-0.86,-8.21,-8.52,-6.68,-25.49,-17.42,-13.01
2025-04-18,-13.28,-22.3,9.53,-6.89,9.1,42.92,-5.62,-4.85,12.08,-21.63,-38.86,-1.44,-8.23,-8.49,-6.91,-26.01,-17.99,-13.42
2025-04-25,-13.62,-21.89,9.0,-6.77,9.66,44.24,-5.74,-4.73,12.01,-21.48,-38.11,-1.26,-8.29,-8.66,-6.78,-25.56,-17.82,-13.15
2025-05-02,-13.15,-21.42,8.52,-6.49,8.3,44.19,-5.41,-4.62,11.5,-20.58,-37.35,-0.61,-8.29,-8.49,-6.41,-24.98,-17.24,-12.72
2025-05-09,-12.88,-21.84,9.33,-6.69,8.35,43.81,-5.52,-4.79,11.62,-21.26,-38.07,-1.02,-8.4,-8.09,-6.62,-25.38,-17.63,-13.08
2025-05-16,-13.38,-22.18,9.14,-6.77,8.5,43.86,-5.71,-4.86,11.73,-21.35,-37.79,-0.96,-8.2,-8.73,-6.7,-25.56,-17.7,-13.23
2025-05-23,-13.23,-22.47,9.29,-6.87,8.63,44.92,-5.62,-4.93,11.75,-21.88,-38.63,-0.52,-8.06,-8.74,-6.77,-25.87,-17.94,-13.49
2025-05-30,-13.48,-21.71,9.05,-6.6,7.66,44.6,-5.51,-4.74,11.92,-20.99,-37.7,-0.69,-7.98,-8.55,-6.56,-25.07,-17.42,-13.0
2025-06-06,-13.06,-22.79,10.24,-6.95,8.41,44.88,-5.62,-4.96,11.94,-21.98,-38.81,-0.67,-8.03,-8.9,-6.9,-26.14,-18.2,-13.58
2025-06-13,-13.08,-24.04,12.03,-7.45,8.98,44.33,-6.0,-5.28,12.29,-23.43,-40.92,-1.37,-8.2,-9.36,-7.5,-27.65,-19.37,-14.4
2025-06-20,-12.72,-25.13,12.31,-7.77,8.37,43.8,-6.12,-5.52,12.07,-23.97,-41.6,-1.16,-7.82,-9.78,-7.75,-28.66,-20.01,-14.94
2025-06-27,-13.04,-22.82,10.28,-6.79,6.88,46.0,-5.54,-4.85,11.88,-21.97,-38.9,-0.38,-7.85,-8.89,-6.89,-26.12,-18.14,-13.57
2025-07-04,-13.24,-23.13,10.57,-6.86,7.36,46.76,-5.44,-4.88,12.06,-22.49,-39.47,-0.18,-7.86,-8.99,-6.98,-26.47,-18.39,-13.78
2025-07-11,-13.33,-23.7,10.83,-7.1,7.33,45.23,-5.64,-5.06,12.28,-23.04,-40.43,0.11,-7.85,-9.23,-7.19,-27.08,-18.76,-14.14
2025-07-18,-13.09,-23.11,10.29,-6.9,8.14,45.99,-5.45,-4.86,12.09,-22.91,-40.07,0.13,-7.86,-9.1,-7.06,-26.6,-18.47,-13.86
2025-07-25,-13.6,-22.94,10.08,-6.84,8.16,46.86,-5.37,-4.8,12.23,-22.84,-40.0,0.96,-7.91,-9.19,-6.98,-26.46,-18.28,-13.82
2025-08-01,-13.37,-23.12,10.29,-6.89,6.81,45.46,-5.37,-4.86,12.17,-22.66,-40.25,0.77,-7.89,-9.14,-7.04,-26.6,-18.48,-13.89
2025-08-08,-13.56,-22.41,9.44,-6.68,7.04,46.71,-5.12,-4.71,12.26,-22.44,-39.79,1.02,-7.82,-8.8,-6.83,-25.96,-17.94,-13.53
2025-08-15,-13.75,-22.1,9.1,-6.63,8.43,47.45,-5.16,-4.65,12.35,-22.18,-39.39,1.45,-7.63,-8.75,-6.78,-25.81,-17.77,-13.37
2025-08-22,-13.92,-22.79,9.05,-6.91,9.53,47.62,-5.32,-4.87,12.49,-22.69,-40.08,1.45,-7.52,-8.96,-6.97,-26.53,-18.38,-13.74
2025-08-29,-13.32,-22.35,9.68,-6.81,9.74,47.32,-5.3,-4.74,12.25,-22.9,-40.21,1.23,-7.82,-8.82,-6.95,-26.22,-18.28,-13.63
2025-09-05,-13.34,-22.0,9.4,-6.69,8.78,47.41,-5.17,-4.75,12.22,-22.8,-40.24,1.56,-7.64,-8.47,-6.81,-25.79,-17.92,-13.43
